t_iso,t_unix,rssi,remrssi,noise,remnoise,rxerrors,fixed,txbuf,marker_distance_m
2026-05-18T23:46:27,1779144387.998,219,220,52,52,1,0,100,
2026-05-18T23:46:28,1779144388.926,219,220,55,55,1,0,100,
2026-05-18T23:46:29,1779144389.966,219,220,51,54,1,0,100,
2026-05-18T23:46:31,1779144391.006,219,220,58,51,1,0,100,
2026-05-18T23:46:31,1779144391.934,219,220,55,50,1,0,100,
2026-05-18T23:46:32,1779144392.958,219,220,54,52,1,0,100,
2026-05-18T23:46:34,1779144394.014,219,220,54,51,1,0,100,
2026-05-18T23:46:34,1779144394.942,219,220,51,52,1,0,100,
2026-05-18T23:46:35,1779144395.966,219,220,53,51,1,0,100,
2026-05-18T23:46:36,1779144396.894,219,220,54,54,1,0,100,
2026-05-18T23:46:37,1779144397.934,219,220,56,53,1,0,100,
2026-05-18T23:46:38,1779144398.974,219,220,56,52,1,0,100,
2026-05-18T23:46:39,1779144399.902,219,220,53,50,1,0,100,
2026-05-18T23:46:40,1779144400.942,219,220,54,53,1,0,100,
2026-05-18T23:46:41,1779144401.982,219,220,52,51,1,0,100,
2026-05-18T23:46:42,1779144402.910,219,220,51,52,1,0,100,0
2026-05-18T23:46:43,1779144403.950,219,220,64,52,1,0,100,
2026-05-18T23:46:44,1779144404.990,219,220,60,51,1,0,100,
2026-05-18T23:46:45,1779144405.918,219,220,60,54,1,0,100,
2026-05-18T23:46:46,1779144406.958,219,220,57,51,1,0,100,
2026-05-18T23:46:47,1779144407.998,219,220,55,49,1,0,100,
2026-05-18T23:46:48,1779144408.910,219,220,59,54,1,0,100,
2026-05-18T23:46:49,1779144409.966,219,220,60,54,1,0,100,
2026-05-18T23:46:50,1779144410.990,219,220,55,54,1,0,100,
2026-05-18T23:46:51,1779144411.918,219,220,54,56,1,0,100,
2026-05-18T23:46:52,1779144412.974,219,220,64,53,1,0,100,
2026-05-18T23:46:53,1779144413.998,219,220,61,53,1,0,100,
2026-05-18T23:46:54,1779144414.926,219,220,59,54,1,0,100,
2026-05-18T23:46:55,1779144415.966,219,220,59,52,1,0,100,
2026-05-18T23:46:57,1779144417.006,219,220,55,51,1,0,100,
2026-05-18T23:46:57,1779144417.934,219,220,52,52,1,0,100,
2026-05-18T23:46:58,1779144418.975,219,220,61,53,1,0,100,
2026-05-18T23:47:00,1779144420.015,219,220,56,55,1,0,100,
2026-05-18T23:47:00,1779144420.942,219,220,60,51,1,0,100,
2026-05-18T23:47:01,1779144421.982,219,220,59,52,1,0,100,
2026-05-18T23:47:02,1779144422.910,219,220,58,53,1,0,100,
2026-05-18T23:47:03,1779144423.934,219,220,53,50,1,0,100,
2026-05-18T23:47:04,1779144424.990,219,220,54,53,1,0,100,
2026-05-18T23:47:05,1779144425.902,219,220,56,49,1,0,100,
2026-05-18T23:47:06,1779144426.942,219,220,59,52,1,0,100,
2026-05-18T23:47:07,1779144427.982,219,220,57,53,1,0,100,
2026-05-18T23:47:08,1779144428.910,219,220,58,50,1,0,100,
2026-05-18T23:47:09,1779144429.950,219,220,56,52,1,0,100,
2026-05-18T23:47:10,1779144430.990,219,220,55,52,1,0,100,
2026-05-18T23:47:11,1779144431.918,219,220,55,50,1,0,100,
2026-05-18T23:47:12,1779144432.958,219,220,56,54,1,0,100,
2026-05-18T23:47:13,1779144433.998,219,220,62,55,1,0,100,
2026-05-18T23:47:14,1779144434.926,200,205,59,49,1,0,100,
2026-05-18T23:47:15,1779144435.966,198,199,59,50,1,0,100,
2026-05-18T23:47:17,1779144437.006,186,182,62,48,1,0,100,
2026-05-18T23:47:17,1779144437.934,196,194,62,48,1,0,100,
2026-05-18T23:47:18,1779144438.974,188,192,64,49,1,0,100,
2026-05-18T23:47:20,1779144440.014,191,188,54,48,1,0,100,
2026-05-18T23:47:20,1779144440.942,193,191,64,47,1,0,100,
2026-05-18T23:47:21,1779144441.966,193,191,61,53,1,0,100,
2026-05-18T23:47:23,1779144443.022,193,191,67,48,1,0,100,
2026-05-18T23:47:23,1779144443.934,193,191,60,47,1,0,100,
2026-05-18T23:47:24,1779144444.974,191,191,58,48,1,0,100,
2026-05-18T23:47:26,1779144446.015,190,184,67,46,1,0,100,
2026-05-18T23:47:26,1779144446.943,198,192,59,48,1,0,100,
2026-05-18T23:47:27,1779144447.983,197,195,63,48,1,0,100,
2026-05-18T23:47:29,1779144449.023,201,196,65,51,1,0,100,
2026-05-18T23:47:29,1779144449.951,201,198,61,48,1,0,100,
2026-05-18T23:47:30,1779144450.991,201,198,66,49,1,0,100,
2026-05-18T23:47:31,1779144451.919,192,192,58,50,1,0,100,5
2026-05-18T23:47:32,1779144452.959,190,187,62,52,1,0,100,
2026-05-18T23:47:33,1779144453.999,193,192,58,48,1,0,100,
2026-05-18T23:47:34,1779144454.910,193,192,52,47,1,0,100,
2026-05-18T23:47:35,1779144455.966,193,192,50,46,1,0,100,
2026-05-18T23:47:36,1779144456.990,192,191,50,48,1,0,100,
2026-05-18T23:47:37,1779144457.919,192,190,61,49,1,0,100,
2026-05-18T23:47:38,1779144458.974,188,185,56,48,1,0,100,
2026-05-18T23:47:39,1779144459.998,186,182,52,50,1,0,100,
2026-05-18T23:47:40,1779144460.926,186,182,57,48,1,0,100,
2026-05-18T23:47:41,1779144461.966,186,184,49,52,1,0,100,
2026-05-18T23:47:43,1779144463.006,186,184,45,50,1,0,100,
2026-05-18T23:47:43,1779144463.934,186,184,54,48,1,0,100,
2026-05-18T23:47:44,1779144464.974,186,184,51,47,1,0,100,
2026-05-18T23:47:46,1779144466.014,186,184,59,47,1,0,100,
2026-05-18T23:47:46,1779144466.942,186,184,56,50,1,0,100,
2026-05-18T23:47:47,1779144467.982,183,182,49,50,1,0,100,
2026-05-18T23:47:49,1779144469.022,188,187,64,48,1,0,100,
2026-05-18T23:47:49,1779144469.934,190,187,53,46,1,0,100,
2026-05-18T23:47:50,1779144470.990,197,190,64,49,1,0,100,
2026-05-18T23:47:52,1779144472.014,203,199,59,50,1,0,100,
2026-05-18T23:47:52,1779144472.942,193,192,54,49,1,0,100,10
2026-05-18T23:47:53,1779144473.982,181,183,56,53,1,0,100,
2026-05-18T23:47:55,1779144475.022,178,176,54,51,1,0,100,
2026-05-18T23:47:55,1779144475.950,169,164,63,50,1,0,100,
2026-05-18T23:47:56,1779144476.991,187,182,58,48,1,0,100,
2026-05-18T23:47:57,1779144477.919,179,176,54,48,1,0,100,
2026-05-18T23:47:58,1779144478.959,178,176,55,49,1,0,100,
2026-05-18T23:47:59,1779144479.999,173,171,60,49,1,0,100,
2026-05-18T23:48:00,1779144480.927,173,171,57,50,1,0,100,
2026-05-18T23:48:01,1779144481.967,175,173,56,48,1,0,100,
2026-05-18T23:48:03,1779144483.007,175,174,61,53,1,0,100,
2026-05-18T23:48:03,1779144483.935,188,183,53,50,1,0,100,
2026-05-18T23:48:04,1779144484.975,194,191,54,49,1,0,100,
2026-05-18T23:48:06,1779144486.015,194,192,59,49,1,0,100,
2026-05-18T23:48:06,1779144486.943,194,192,57,50,1,0,100,
2026-05-18T23:48:07,1779144487.967,194,192,60,47,1,0,100,
2026-05-18T23:48:09,1779144489.023,189,188,59,47,1,0,100,
2026-05-18T23:48:09,1779144489.935,189,187,64,49,1,0,100,
2026-05-18T23:48:10,1779144490.975,189,187,67,51,1,0,100,
2026-05-18T23:48:12,1779144492.015,189,187,56,48,1,0,100,
2026-05-18T23:48:12,1779144492.943,188,186,66,48,1,0,100,
2026-05-18T23:48:13,1779144493.983,188,185,67,48,1,0,100,
2026-05-18T23:48:15,1779144495.023,188,185,67,49,1,0,100,
2026-05-18T23:48:15,1779144495.951,182,183,68,48,1,0,100,
2026-05-18T23:48:16,1779144496.991,189,186,63,49,1,0,100,
2026-05-18T23:48:18,1779144498.030,180,181,63,49,1,0,100,15
2026-05-18T23:48:18,1779144498.959,163,171,54,48,1,0,100,
2026-05-18T23:48:19,1779144499.998,163,159,49,45,1,0,100,
2026-05-18T23:48:21,1779144501.038,164,160,58,48,1,0,100,
2026-05-18T23:48:21,1779144501.966,148,144,60,51,1,0,100,
2026-05-18T23:48:22,1779144502.990,142,148,58,53,1,0,100,
2026-05-18T23:48:23,1779144503.918,132,140,58,48,1,0,100,
2026-05-18T23:48:24,1779144504.974,134,131,52,47,1,0,100,
2026-05-18T23:48:25,1779144505.998,143,139,57,48,1,0,100,
2026-05-18T23:48:26,1779144506.926,144,140,53,48,1,0,100,
2026-05-18T23:48:27,1779144507.971,144,141,53,46,1,0,100,
2026-05-18T23:48:29,1779144509.011,143,141,55,50,1,0,100,
2026-05-18T23:48:29,1779144509.939,144,142,58,48,1,0,100,
2026-05-18T23:48:30,1779144510.979,150,145,51,50,1,0,100,
2026-05-18T23:48:32,1779144512.019,151,149,56,49,1,0,100,
2026-05-18T23:48:32,1779144512.931,151,149,60,49,1,0,100,
2026-05-18T23:48:33,1779144513.987,152,149,46,47,1,0,100,
2026-05-18T23:48:35,1779144515.011,152,150,48,49,1,0,100,
2026-05-18T23:48:35,1779144515.939,153,148,54,48,1,0,100,
2026-05-18T23:48:36,1779144516.979,170,163,65,50,1,0,100,
2026-05-18T23:48:38,1779144518.019,171,169,58,49,1,0,100,
2026-05-18T23:48:38,1779144518.947,171,169,62,48,1,0,100,
2026-05-18T23:48:39,1779144519.987,172,170,62,51,1,0,100,
2026-05-18T23:48:41,1779144521.027,178,175,66,47,1,0,100,
2026-05-18T23:48:41,1779144521.955,177,175,67,47,1,0,100,
2026-05-18T23:48:42,1779144522.995,156,155,55,48,1,0,100,20
2026-05-18T23:48:44,1779144524.035,157,155,53,48,1,0,100,
2026-05-18T23:48:44,1779144524.963,162,159,65,48,1,0,100,
2026-05-18T23:48:46,1779144526.003,153,154,49,50,1,0,100,
2026-05-18T23:48:47,1779144527.043,143,147,52,47,1,0,100,
2026-05-18T23:48:47,1779144527.970,136,140,56,47,1,0,100,
2026-05-18T23:48:49,1779144529.010,132,133,52,52,1,0,100,
2026-05-18T23:48:49,1779144529.938,132,132,61,48,1,0,100,
2026-05-18T23:48:50,1779144530.963,138,134,48,48,1,0,100,
2026-05-18T23:48:52,1779144532.018,137,137,51,48,1,0,100,
2026-05-18T23:48:52,1779144532.930,130,132,48,47,1,0,100,
2026-05-18T23:48:53,1779144533.970,126,129,50,47,1,0,100,
2026-05-18T23:48:55,1779144535.010,122,116,52,49,1,0,100,
2026-05-18T23:48:55,1779144535.938,127,130,51,47,1,0,100,
2026-05-18T23:48:56,1779144536.978,124,120,49,46,1,0,100,
2026-05-18T23:48:58,1779144538.018,127,123,58,46,1,0,100,
2026-05-18T23:48:58,1779144538.948,128,125,59,49,1,0,100,
2026-05-18T23:48:59,1779144539.988,133,129,55,47,1,0,100,
2026-05-18T23:49:01,1779144541.028,133,130,57,49,1,0,100,
2026-05-18T23:49:01,1779144541.956,132,130,61,48,1,0,100,
2026-05-18T23:49:02,1779144542.996,133,129,45,49,1,0,100,
2026-05-18T23:49:04,1779144544.036,132,129,49,49,1,0,100,
2026-05-18T23:49:04,1779144544.964,132,129,63,48,1,0,100,
2026-05-18T23:49:05,1779144545.988,132,129,55,48,1,0,100,
2026-05-18T23:49:07,1779144547.044,132,129,61,47,1,0,100,
2026-05-18T23:49:07,1779144547.972,132,129,57,47,1,0,100,
2026-05-18T23:49:08,1779144548.996,135,132,70,48,1,0,100,
2026-05-18T23:49:10,1779144550.052,126,122,67,49,1,0,100,
2026-05-18T23:49:10,1779144550.964,118,116,57,48,1,0,100,
2026-05-18T23:49:12,1779144552.004,125,116,58,48,1,0,100,
2026-05-18T23:49:13,1779144553.044,145,140,57,45,1,0,100,25
2026-05-18T23:49:13,1779144553.972,144,143,62,47,1,0,100,
2026-05-18T23:49:15,1779144555.012,156,152,60,48,1,0,100,
2026-05-18T23:49:16,1779144556.052,166,164,61,48,1,0,100,
2026-05-18T23:49:16,1779144556.980,164,159,65,48,1,0,100,
2026-05-18T23:49:18,1779144558.020,155,160,62,45,1,0,100,
2026-05-18T23:49:19,1779144559.060,166,161,57,45,1,0,100,
2026-05-18T23:49:19,1779144559.988,169,169,65,49,1,0,100,
2026-05-18T23:49:21,1779144561.028,172,170,57,50,1,0,100,
2026-05-18T23:49:21,1779144561.940,163,164,65,48,1,0,100,
2026-05-18T23:49:22,1779144562.980,152,158,55,47,1,0,100,
2026-05-18T23:49:24,1779144564.020,148,148,48,48,1,0,100,
2026-05-18T23:49:24,1779144564.948,140,140,52,47,1,0,100,
2026-05-18T23:49:25,1779144565.988,144,141,52,51,1,0,100,
2026-05-18T23:49:27,1779144567.027,148,146,49,47,1,0,100,
2026-05-18T23:49:27,1779144567.955,125,126,51,50,1,0,100,
2026-05-18T23:49:28,1779144568.996,137,132,50,49,1,0,100,
2026-05-18T23:49:30,1779144570.040,154,149,56,52,1,0,100,
2026-05-18T23:49:30,1779144570.967,161,155,58,53,1,0,100,
2026-05-18T23:49:32,1779144572.008,162,160,55,48,1,0,100,
2026-05-18T23:49:33,1779144573.048,158,157,48,46,1,0,100,
2026-05-18T23:49:33,1779144573.960,151,152,43,46,1,0,100,
2026-05-18T23:49:35,1779144575.015,151,149,55,49,1,0,100,
2026-05-18T23:49:36,1779144576.039,151,149,51,46,1,0,100,
2026-05-18T23:49:36,1779144576.967,151,149,50,48,1,0,100,
2026-05-18T23:49:38,1779144578.007,151,149,47,47,1,0,100,
2026-05-18T23:49:39,1779144579.048,155,152,55,46,1,0,100,
2026-05-18T23:49:39,1779144579.975,155,152,55,49,1,0,100,
2026-05-18T23:49:41,1779144581.015,156,153,52,52,1,0,100,
2026-05-18T23:49:42,1779144582.055,156,153,51,49,1,0,100,
2026-05-18T23:49:42,1779144582.978,156,154,54,46,1,0,100,
2026-05-18T23:49:44,1779144584.018,152,153,69,48,1,0,100,
2026-05-18T23:49:45,1779144585.058,155,154,65,45,1,0,100,
2026-05-18T23:49:45,1779144585.986,155,154,56,50,1,0,100,
2026-05-18T23:49:47,1779144587.026,142,141,61,49,1,0,100,
2026-05-18T23:49:47,1779144587.954,140,136,60,49,1,0,100,
2026-05-18T23:49:48,1779144588.994,140,138,58,51,1,0,100,
2026-05-18T23:49:50,1779144590.034,140,139,64,46,1,0,100,
2026-05-18T23:49:50,1779144590.962,142,141,66,47,1,0,100,
2026-05-18T23:49:52,1779144592.002,143,141,66,50,1,0,100,
2026-05-18T23:49:53,1779144593.042,143,141,53,55,1,0,100,
